_identifiers-1,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,note-1:note_value,note-1:note_type,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,place_authority_identifier,relatedItem_Project,projectURL,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,title-1:title_sort_portion,title_type,title-1:title_non_sort_portion,title-2:title_sort_portion,title-2:title_non_sort_portion
childrensdrawings_jow,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Lage, Carmen",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 4. Colony: Colonia Escolar #1, Sueca. Depicts happy life in the country: ducks, pigs, cat, mother with baby, girl watering plants, boy playing soccer. Stamp: Ministerio de Instrucción Pública.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Sueca (Spain),http://id.loc.gov/authorities/names/n83194816,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"Depicts Happy Life In The Country: Ducks, Pigs, Cat, Mother With Baby, Girl Watering Plants, Boy Playing Soccer. Stamp: Ministerio De Instrucción Pública.",translated,,Este Dibujo Representa A 3 Niños Jugando A Cuerda.,
childrensdrawings_jow_000,asset,childrensdrawings_jow,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8090,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_2,,,,,4.tif,filename,4.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"Depicts Happy Life In The Country: Ducks, Pigs, Cat, Mother With Baby, Girl Watering Plants, Boy Playing Soccer. Stamp: Ministerio De Instrucción Pública.",translated,,Este Dibujo Representa A 3 Niños Jugando A Cuerda.,
childrensdrawings_joy,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Huertas, Carmen",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-11,,,"November, 1937",Drawing no: 140. Child's Age: 9. Origin: Chamartín de la Rosa Barraca is the name for Valencian peasant homes. Dated Noviembre 1937. Colony: Alcira..,,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Alcira (Spain),ttp://id.loc.gov/authorities/names/n82029172,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Would That I Could Live Peacefully In This Barraca.,translated,,Quiera Vivir En Esta Barraca Tranquila.  ,
childrensdrawings_joy_000,asset,childrensdrawings_joy,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8226,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_2,,,,,140.tif,filename,140.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Would That I Could Live Peacefully In This Barraca.,translated,,Quiera Vivir En Esta Barraca Tranquila.  ,
childrensdrawings_jww,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Redondo Sans, Carlos",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 141. Child's Age: 13. Colony: Colonia Escolar Colectiva, Burriana, Spain.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Borriana (Spain),http://id.loc.gov/authorities/names/n81141653,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Depicts Orange House With Red Roof,,,,
childrensdrawings_jww_000,asset,childrensdrawings_jww,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8227,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/castellon,,,,,141.tif,filename,141.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Depicts Orange House With Red Roof,,,,
childrensdrawings_jyb,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Collados García, Mauricio",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 129. Child's Age: 11. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows My Father And My Mother And My Brothers And I When We Go Through The Tunnel To Cerbère.,translated,,Este Dibujo Representa Mi Papa Y Mi Mama Y Mis Hermanos Y Yo Cuando Pasamos El Tunel Para Ir A Cerbère ,
childrensdrawings_jyb_000,asset,childrensdrawings_jyb,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8215,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,129.tif,filename,129.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows My Father And My Mother And My Brothers And I When We Go Through The Tunnel To Cerbère.,translated,,Este Dibujo Representa Mi Papa Y Mi Mama Y Mis Hermanos Y Yo Cuando Pasamos El Tunel Para Ir A Cerbère ,
childrensdrawings_jzn,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Calap Tello, Abel",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 71. Child's Age: 12. Colony: Hogar de Benicasím (Benicasím Orphanage).,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Benicásim (Spain),http://id.loc.gov/authorities/names/n97090986,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"Two Blimps Flying Over A Green Plane (panzer), Pursuing A Red (mosca) One, And A Ship Below",,,,
childrensdrawings_jzn_000,asset,childrensdrawings_jzn,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8157,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/castellon,,,,,71.tif,filename,71.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"Two Blimps Flying Over A Green Plane (panzer), Pursuing A Red (mosca) One, And A Ship Below",,,,
childrensdrawings_kbc,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Comellas Ricart, Mercedes",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 22. Child's Age: 13. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"This Scene Shows The Day Of The Evacuation When, As We Were About To Climb Into The Train, We Saw An Airplane That Was Already Firing And We Had To Go To A Shelter Nearby.",translated,,Esta Escena Representa El Día De La Evacuación Cuando Al Ir A Subir Al Tren Vimos A Un Avión Que Ya Tiraba Y Tubimos De Ir A Un Refugio De Alli Cerca.  ,
childrensdrawings_kbc_000,asset,childrensdrawings_kbc,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8108,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,22.tif,filename,22.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"This Scene Shows The Day Of The Evacuation When, As We Were About To Climb Into The Train, We Saw An Airplane That Was Already Firing And We Had To Go To A Shelter Nearby.",translated,,Esta Escena Representa El Día De La Evacuación Cuando Al Ir A Subir Al Tren Vimos A Un Avión Que Ya Tiraba Y Tubimos De Ir A Un Refugio De Alli Cerca.  ,
childrensdrawings_kcf,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Iglesias, Julian",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 151. Child's Age: 11. Depicts a town in flames, below a ship near a lighthouse, above two black planes dropping bombs. Colony: Bellús.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Dibujo Libre,translated,,Free Drawing,
childrensdrawings_kcf_000,asset,childrensdrawings_kcf,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8235,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_2,,,,,151.tif,filename,151.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Dibujo Libre,translated,,Free Drawing,
childrensdrawings_kgc,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Gabrielli, Octavio",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 67. Colony: Colonia Mare Nostrum, Oliva, Spain",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Oliva (Spain),http://id.loc.gov/authorities/names/n80112777,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"Air Battle With 7 Planes (moscas) On The Left, Two (panzers) On The Right, One In Flames And A Parachute",,,,
childrensdrawings_kgc_000,asset,childrensdrawings_kgc,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8153,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,,,,,67.tif,filename,67.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"Air Battle With 7 Planes (moscas) On The Left, Two (panzers) On The Right, One In Flames And A Parachute",,,,
childrensdrawings_kpa,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Lloveras Trebol, Anita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 139. Child's Age: 11. Origin: Port-Bou. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"This Drawing Shows Two Friends And Me Playing In Front Of My House On Thursday, Because We Don't Have School In Port-bou.",translated,,"Este Dibujo Representa Dos Amigos Y Yo Que Jugamos Delante De Mi Casa El Jueves, Porque No Tenemos Escuela En Port-bou.  ",
childrensdrawings_kpa_000,asset,childrensdrawings_kpa,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8225,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,,,,,139.tif,filename,139.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"This Drawing Shows Two Friends And Me Playing In Front Of My House On Thursday, Because We Don't Have School In Port-bou.",translated,,"Este Dibujo Representa Dos Amigos Y Yo Que Jugamos Delante De Mi Casa El Jueves, Porque No Tenemos Escuela En Port-bou.  ",
childrensdrawings_kpn,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Altuna, Luis",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 53. Child's Age: 12. Origin: Durango Colony: Colonia Infantil, Bayonne, France..",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Bayonne (France),http://id.loc.gov/authorities/names/n81072078,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Here I Have Drawn My Mother And I Having Lunch With A Family We Know.,translated,,He Dibujado Aquí A Una Familia Conocida Y Mi Madre Y Yo Merendando Con Ellos.  ,
childrensdrawings_kpn_000,asset,childrensdrawings_kpn,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8139,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees_atlantiques,,,,,53.tif,filename,53.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Here I Have Drawn My Mother And I Having Lunch With A Family We Know.,translated,,He Dibujado Aquí A Una Familia Conocida Y Mi Madre Y Yo Merendando Con Ellos.  ,
childrensdrawings_ktp,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,,,,,,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 63. Colony: Bellús,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"Black Ink And Watercolor Depiction Of An Air Combat: Four Black Planes (panzers) - One In Flames, Three Blue With Red Stripes (moscas) And One Parachute",,,,
childrensdrawings_ktp_000,asset,childrensdrawings_ktp,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8149,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_3,,,,,63.tif,filename,63.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"Black Ink And Watercolor Depiction Of An Air Combat: Four Black Planes (panzers) - One In Flames, Three Blue With Red Stripes (moscas) And One Parachute",,,,
childrensdrawings_len,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Salvador Sanchez, Maria Rosario",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936-01-24,,,"January 24, 1936","Drawing no: 80. Child's Age: 14. Dated January 24, 1936.",,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"Airplane Combat Over A Small Town, Including Plane In Flames And Parachute",,,,
childrensdrawings_len_000,asset,childrensdrawings_len,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8166,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/country_unknown,,,,,80.tif,filename,spanchldrndrwings_80.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"Airplane Combat Over A Small Town, Including Plane In Flames And Parachute",,,,
childrensdrawings_ljg,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Coque, Francisco Carlos",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 146. Child's Age: 12. Colony: Colonia Escolar Germán de Araujo, Alcañiz, Spain.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Alcañiz (Spain),http://id.loc.gov/authorities/names/n86150495,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Reservoir And Pump House At The Colony.,translated,,Depósito Y La Caseta Del Motor De La Colonia.,El
