_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,note-2:note_type,note-2:note_value,note-3:note_type,note-3:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,omeka_identifier-1:omeka_identifier_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1.name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_usage_primary,type_of_resource-1:type_of_resource_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.value,location-1:location_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created-1:date_created_key_date,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,digital_origin-1:digital_origin_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,abstract-1:abstract_value,note-1:note_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,_project.string_key
RBML_NYCCC_100131026_001,RBML_NYCCC_100131026,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131026,filename,httpwwwcolumbia_7265477004.educgi-binculdevdlo2obj=rbml_nyccc_100131026,,November Bulletin. Page 229,,,2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131025,,item,,,,,,"Colonel Charles A. Lindbergh, Guest of Honor at Joint Luncheon of the Chamber of Commerce and the Merchants' Association",169,3,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series III: Bulletins, 1909-1970",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,still image,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,June 1927,1927-06,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,"Lindbergh, Charles A. (Charles Augustus), 1902-1974",personal,naf,http://id.loc.gov/authorities/names/n79100565,"DeBost, William L. (William Ludlam), 1870-1951",personal,naf,http://id.loc.gov/authorities/names/no2020125181,"Whalen, Grover A. (Grover Aloysius), 1886-1962",personal,naf,http://id.loc.gov/authorities/names/n93013715,"Eastman, Lucius R. (Lucius Root), 1874-1943",personal,naf,http://id.loc.gov/authorities/names/no2016047727,"Marling, Alfred E. (Alfred Erskine), 1858-1935",personal,naf,http://id.loc.gov/authorities/names/no96034396,Businessmen,fast,http://id.worldcat.org/fast/00842951,,,,,,,,,,,,,"""Left to right, William L. DeBost, President of the Chamber of Commerce; Grover Whalen; Colonel Lindbergh; Lucius R. Eastman, President of the Merchants' Association; and Alfred E. Marling, Ex-President of Chamber and Chairman of the Members's Council of the Merchants' Association.""","Part of Bulletin, Vol. 19, 1927 May-1928 April",,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131025_001,RBML_NYCCC_100131025,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131025,filename,httpwwwcolumbia_1e929c1848.educgi-binculdevdlo2obj=rbml_nyccc_100131025,,"Colonel Charles A. Lindbergh, Guest of Honor at Joint Luncheon of the Chamber of Commerce and the Merchants' Association",,,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/building/airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131024,,item,,,,,,"One Hundred and Fifty-Seventh Annual Banquet, November 19, 1925, Waldorf Astoria",169,1,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series III: Bulletins, 1909-1970",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,still image,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"November 19, 1925",1925-11-19,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,,,,,Dinners and dining,fast,http://id.worldcat.org/fast/00893952,,,,,,,,,,,,,,"Part of Bulletin, Vol. 17, 1925 May-1926 April",,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131024_001,RBML_NYCCC_100131024,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131024,filename,httpwwwcolumbia_5284e0c848.educgi-binculdevdlo2obj=rbml_nyccc_100131024,,"One Hundred and Fifty-Seventh Annual Banquet, November 19, 1925, Waldorf Astoria",,,2691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/prologue/worthy1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131023,,item,,,,,,George Wilson,339,8,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series IX: Printed Materials, 1774-1977",,,,,,,,,,,,,,,,,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,Portraits,fast,http://id.worldcat.org/fast/1423831,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"October 12, 1908",1908-10-12,,,TRUE,,,,reformatted digital,"Wilson, George, 1839-1908",personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131023_001,RBML_NYCCC_100131023,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131023,filename,httpwwwcolumbia_a94d79a23e.educgi-binculdevdlo2obj=rbml_nyccc_100131023,,George Wilson,,,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131022,,item,,,,,,"Resolution Relative to the Presidential Election, 1877",400,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,resolutions (administrative records),aat,http://vocab.getty.edu/aat/300027457,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"January 4, 1877",1877-01-04,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,"Hayes, Rutherford B., 1822-1893",personal,naf,http://id.loc.gov/authorities/names/n50025146,,,,,,,,,,,,,,,,,Presidents--Election,fast,http://id.worldcat.org/fast/01075747,,,,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,"Part of Meeting Minutes, 1875-1880 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131022_001,RBML_NYCCC_100131022,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131022,filename,httpwwwcolumbia_ca57e19083.educgi-binculdevdlo2obj=rbml_nyccc_100131022,,Page 187,,,2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/politics/compromise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131021,,item,,,,,,Meeting Minutes on the Transcontinental Railroad,399,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,resolutions (administrative records),aat,http://vocab.getty.edu/aat/300027457,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"May 6, 1869",1869-05-06,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Pacific railroads,fast,http://id.worldcat.org/fast/01050036,,,,,,,,,,,,,,"Part of Meeting Minutes, 1868-1874 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131021_001,RBML_NYCCC_100131021,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131021,filename,httpwwwcolumbia_01059e02d3.educgi-binculdevdlo2obj=rbml_nyccc_100131021,,Page 75,,,2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131020,,item,,,,,,Resolution as to Chinese Immigration,399,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,resolutions (administrative records),aat,http://vocab.getty.edu/aat/300027457,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"July 7, 1870",1870-07-07,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Chinese,fast,http://id.worldcat.org/fast/00857169,Emigration and immigration--Economic aspects,fast,http://id.worldcat.org/fast/00908694,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,"Part of Meeting Minutes, 1868-1874 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131020_001,RBML_NYCCC_100131020,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131020,filename,httpwwwcolumbia_329e45190a.educgi-binculdevdlo2obj=rbml_nyccc_100131020,,Page 170,,,2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131020_002,RBML_NYCCC_100131020,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131020a,filename,httpwwwcolumbia_f10ea37d79.educgi-binculdevdlo2obj=rbml_nyccc_100131020a,,Page 180,,,2687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131019,,item,,,,,,"Chamber of Commerce of the State of New-York, Volume 6 of Minutes, 1868 to 18",399,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"May 1, 1868",1868-05-01,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Part of Meeting Minutes, 1868-1874 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131019_001,RBML_NYCCC_100131019,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131019,filename,httpwwwcolumbia_bd72ff08a4.educgi-binculdevdlo2obj=rbml_nyccc_100131019,,Cover,,,2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131018,,item,,,,,A,Session of the Court of Arbitration in the Chamber of Commerce Building in William Street,465,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series V: Committee on Arbitration, 1820s-1973",2,subseries,"Subseries V.3: Chairman's Files, 1865-1967 ",,,,,,,,,,,,,,,,,still image,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,interior,aat,http://vocab.getty.edu/aat/300010279,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"November 11, 1874",1874-11-11,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,,,,,Rooms,lcsh,http://id.loc.gov/authorities/subjects/sh90000997,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,"The Daily Graphic, New York, Wednesday, November 11, 1874, page 73",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131018_001,RBML_NYCCC_100131018,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131018,filename,httpwwwcolumbia_30d7875b26.educgi-binculdevdlo2obj=rbml_nyccc_100131018,A,Session of the Court of Arbitration in the Chamber of Commerce Building in William Street,,,2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131017,,item,,,,,,"New York Chamber of Commerce, Great Hall",345,16,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series X: Photographs, 1860-1980",,,,,,,,,,,,,,,,,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,interior,aat,http://vocab.getty.edu/aat/300010279,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,between 1950 and 1989,1950,1989,inferred,TRUE,,,,reformatted digital,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,,,,,Rooms,lcsh,http://id.loc.gov/authorities/subjects/sh90000997,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131017_001,RBML_NYCCC_100131017,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131017,filename,httpwwwcolumbia_63abd6dda6.educgi-binculdevdlo2obj=rbml_nyccc_100131017,,"New York Chamber of Commerce, Great Hall",,,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/inside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131016,,item,,,,,,Drawing of Grant's Tomb,345,7,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series X: Photographs, 1860-1980",,,,"Pope, John Russell, 1874-1937",personal,naf,http://id.loc.gov/authorities/names/n82156931,Architect,marcrelator,http://id.loc.gov/vocabulary/relators/arc,TRUE,,,,,,,,,still image,architectural drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm000455,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,1928?,1928,,inferred,TRUE,,,,reformatted digital,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885",personal,naf,http://id.loc.gov/authorities/names/n80126151,,,,,,,,,,,,,,,,,Presidents,fast,http://id.worldcat.org/fast/01075723,,,,,,,"General Grant National Memorial (New York, N.Y.)",lcsh,http://id.loc.gov/authorities/subjects/sh97003455,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131016_001,RBML_NYCCC_100131016,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131016a,filename,RBML_NYCCC_100131016a.jpg,,Bird eye view,,,2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131016_002,RBML_NYCCC_100131016,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131016,filename,httpwwwcolumbia_f889a7c622.educgi-binculdevdlo2obj=rbml_nyccc_100131016,,Front view,,,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/memory/grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131015,,item,,,,,,Garment Workers Strike,325,6,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series V: Committee on Arbitration, 1820s-1973",2,subseries,"Subseries V.3: Chairman's Files, 1865-1967 ","Douglas, George William, 1863-1945",personal,naf,http://id.loc.gov/authorities/names/no92024799,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,"Bernheimer, Charles L. (Charles Leopold), 1864-1944",personal,naf,http://id.loc.gov/authorities/names/no2002083119,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"January 25, 1913",1913-01-25,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Strikes and lockouts--Textile industry,fast,http://id.worldcat.org/fast/01135262,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131015_001,RBML_NYCCC_100131015,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131015,filename,httpwwwcolumbia_78ceb610fa.educgi-binculdevdlo2obj=rbml_nyccc_100131015,,[Page 1],,,2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/workers/forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131015_002,RBML_NYCCC_100131015,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131015a,filename,RBML_NYCCC_100131015a.jpg,,[Page 2],,,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131014,,item,,,,,,Wooden Ships,374,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series I: Administration, 1866-1980",,,,,,,,,,,,,,,,,,,,three dimensional object,models (representations),aat,http://vocab.getty.edu/aat/300047753,objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,1877,1877,,,TRUE,,,,reformatted digital,,,,,,,,,,,,,,,,,,,,,Ship models,fast,http://id.worldcat.org/fast/01116172,Collisions at sea--Accidents--Investigation,fast,http://id.worldcat.org/fast/00868317,,,,,,,,,,Schooner Willow Harp v. The Steamer Leopard,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131014_001,RBML_NYCCC_100131014,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131014a,filename,httpwwwcolumbia_4630003613.educgi-binculdevdlo2obj=rbml_nyccc_100131014a,,Bottom view,,,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131014_002,RBML_NYCCC_100131014,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131014,filename,httpwwwcolumbia_866afe04e0.educgi-binculdevdlo2obj=rbml_nyccc_100131014,,Side view,,,2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/willow_harp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
