identifier_omeka,item - public,item - featured,note,form,keyDate_start,dateQualifier,digitalOrigin,physicalLocation,relatedItem_collection,languageOfCataloging,shelfLocator,place,place 2,name_primary,dateCreated,title,language,abstract,subject_topic,accessCondition,publisher,identifier_clio,source,note_filename,	typeOfResource,relatedItem_Project,location_url_ObjectInContext,note_ownership,rightsHolder
7336,1,0,original filename: 1202480021|Date inferred from Barbara Kay and Eugene McCarthy life dates.,photographs,1960 1980,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 45,,,"Goodwin, John",between 1960 and 1980,Barbara Kay and Eugene McCarthy,eng,,"McCarthy, Eugene J., 1916-2005|Kay, Barbara, 1925-1997",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480021.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/englewood-movement,,
7335,1,0,original filename: 1202480020|Date inferred from Virginia Kay's birth date.,photographs,1961 1971,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 45,,,,between 1961 and 1971,Barbara and Ulysses Kay with Their Three Children,eng,"Portrait of the Kay family: Ulysses, Barbara, and their three daughters, Virginia, Melinda, and Hillary.","Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997|Kay, Virginia|Kay, Melinda|Kay, Hillary",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480020.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/family,Ulysses Kay Estate,
7334,1,0,original filename: 1202480019|Date inferred from Virginia Kay's birth date.,photographs,1951 1953,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 45,,,,between 1951 and 1953,Barbara and Ulysses Kay with Baby Virginia,eng,"Portrait of the Kay family- Ulysses, Barbara, and baby Virginia","Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997|Kay, Virginia",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480019.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/family,Ulysses Kay Estate,
7333,1,0,original filename: 1202480018|Dates inferred from Ulysses Kay's life dates.,photographs,1930 1950,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 45,,,,Between 1930 and 1950,Young Ulysses Kay at Piano,eng,,"Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480018.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/early-years,Ulysses Kay Estate,
7332,1,0,original filename: 1202480017|Date inferred from Ulysses Kay life dates.,photographs,1967 1995,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 45,,,,between 1967 and 1995,Ulysses Kay conducting,eng,,"Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480017.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/later-life,Ulysses Kay Estate,
7331,1,0,original filename: 1202480016|Date inferred from Ulysses Kay's life dates.,photographs,1960 1995,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 45,,,,between 1960 and 1995,Barbara and Ulysses Kay talking with woman,eng,,"Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997",Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480016.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
7330,1,0,original filename: 1202480015|Date inferred from Ulysses Kay's Navy service dates.,photographs,1939 1940,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,,,,between 1939 and 1945,Ulysses Kay in Navy Uniform,eng,,"Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480015.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/u-s--navy-and-columbia/navy-band,Ulysses Kay Estate,
7329,1,0,original filename: 1202480014|Dates inferred from Ulysses Kay's life dates.,photographs,1937 1960,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,,,,between 1937 and 1960,Young Barbara and Ulysses Kay,eng,Portrait of Barbara and Ulysses Kay,"Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480014.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/family,Ulysses Kay Estate,
7328,1,0,original filename: 1202480013|Date inferred from Ulysses Kay's American Academy in Rome tenure dates.,photographs,1949 1952,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,"Rome, Italy",,,between 1949 and 1952,Barbara and Ulysses Kay in Rome,eng,,"Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480013.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/prix-de-rome-and-other-honors/prix-de-rome,,
7327,1,0,original filename: 1202480012|Date inferred from Ulysses Kay's Navy enlistment dates.,photographs,1939 1945,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,,,,between 1939 and 1945,Ulysses Kay in Navy uniform standing with woman,eng,,"Kay, Ulysses, 1917-1995",Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480012.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
7326,1,0,original filename: 1202480011,photographs,1982 ,ex,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 45 ,"Bellagio, Italy",,,1982,Ulysses Kay at Bellagio Study and Conference Center,eng,"Among the many tributes extended to Ulysses Kay was his serving as composer-in-residence at the Bellagio Study and Conference Center in Bellagio, Italy in 1982, where this photograph was taken. He received six honorary doctorates during his life, and attended a number of special ""All-Ulysses Kay Concerts"" and ""Ulysses Kay Days"" held at many colleges and universities including Lehman College, and even a ""Ulysses Kay Week"" held in the Boston area in 1988 when Harvard, Tufts, Northeastern, and the University of Massachusetts (Harbor campus) presented a series of all-Kay concerts from March 9 to 14.","Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480011.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/later-life,Ulysses Kay Estate,
7325,1,0,original filename: 1202480010|Date inferred from Ulysses Kay life dates.,photographs,1970 1995,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 45,,,"Walker, Mary Gail",between 1970 and 1995,Ulysses Kay with Harpist,eng,,"Kay, Ulysses, 1917-1995",Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480010.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,,
7324,1,0,"typescript, signed|original filename: 1202480009",correspondence,1968-09-25 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,"Quincy, Illinois",,"Irwin, George M., 1921- |Kay, Ulysses, 1917-1995","September 25, 1968","Letter from George Irwin to Ulysses Kay about commissions, page 2",eng,,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480009.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-capitoline-venus,,
7323,1,0,"typescript, signed|original filename: 1202480008",correspondence,1968-09-25 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,"Quincy, Illinois",,"Irwin, George M., 1921- |Kay, Ulysses, 1917-1995","September 25, 1968","Letter from George Irwin to Ulysses Kay about commissions, page 1",eng,,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480008.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-capitoline-venus,,
7322,1,0,"typescript, photocopy, signed|original filename: 1202480007",correspondence,1968-09-16 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,"Englewood, New Jersey",,"Kay, Ulysses, 1917-1995|Irwin, George M., 1921- ","September 16, 1968","Letter from Ulysses Kay to George Irwin regarding commissions, page 2",eng,,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480007.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-capitoline-venus,,
7321,1,0,"typescript, photocopy, signed|original filename: 1202480006",correspondence,1968-09-06 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,"Englewood, New Jersey",,"Kay, Ulysses, 1917-1995|Irwin, George M., 1921- ","September 16, 1968","Letter from Ulysses Kay to George Irwin regarding commissions, page 1",eng,,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480006.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-capitoline-venus,,
7320,1,0,"typescript, signed|original filename: 1202480005",correspondence,1969-04-19 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,"Rochester, New York",,"Hendl, Walter, 1917-2007|Kay, Ulysses, 1917-1995","April 19, 1969",Letter from Walter Hendl to Ulysses Kay about music commission,eng,,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480005.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/prix-de-rome-and-other-honors/eastman-honors,,
7319,1,0,"typescript, carbon, signed|original filename: 1202480004",correspondence,1969-04-17 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 37,"Englewood, New Jersey",,"Kay, Ulysses, 1917-1995|Hendl, Walter, 1917-2007","April 17, 1969",Letter from Ulysses Kay to Walter Hendl regarding a music commission,eng,,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480004.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/prix-de-rome-and-other-honors/eastman-honors,Ulysses Kay Estate,
7318,1,0,original filename: 1202480003,photographs,1959-11 ,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 39,,,,November 1959,Ulysses Kay greeting U.S.S.R. delegation,eng,,"Kay, Ulysses, 1917-1995|Kabalevsky, Dmitry Borisovich, 1904-1987|Khrennikov, Tikhon, 1913-2007|Shostakovich, Dmitri, 1961- |Yarustovsky, Boris|Dankevych, K. (Kosti︠a︡ntyn), 1905-1984|Amirov, Fikret, 1922-1984",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480003.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/state-department-mission-to-u-/music-ambassadors,,
7317,1,0,original filename: 1202480002,photographs,1959-11 ,in,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 39,,,,November 1959,Virginia Kay presenting flowers to Shostakovich and U.S.S.R. delegation,eng,,"Kay, Ulysses, 1917-1995|Kabalevsky, Dmitry Borisovich, 1904-1987|Khrennikov, Tikhon, 1913-2007|Shostakovich, Dmitri, 1961- |Yarustovsky, Boris|Dankevych, K. (Kosti︠a︡ntyn), 1905-1984|Amirov, Fikret, 1922-1984|Kay, Virginia",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480002.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/state-department-mission-to-u-/music-ambassadors,,
7316,1,0,original filename: 1202480001|Dates inferred from Ulysses Kay's life dates.,photographs,1947 1977,ex,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 39,,,,between 1947 and 1977,Barbara and Ulysses Kay in Yard,eng,,"Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480001.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/family,Ulysses Kay Estate,
7015,1,0,pen and ink|original filename: 120119181.tif,drawings,1990 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 55",,,"Tagliarino, Salvatore|Kay, Ulysses, 1917-1995",circa 1990,"Frederick Douglass sketches for sets, Act III",eng,"Opera, 3 acts",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119181.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---creation,,
7014,1,0,pen and ink|original filename: 120119180.tif,drawings,1990 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 55",,,"Tagliarino, Salvatore|Kay, Ulysses, 1917-1995",circa 1990,"Frederick Douglass sketches for sets, Act II",eng,"Opera, 3 acts",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119180.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---creation,,
7013,1,0,pen and ink|original filename: 120119179.tif,drawings,1990 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 55",,,"Tagliarino, Salvatore|Kay, Ulysses, 1917-1995",circa 1990,"Frederick Douglass sketches for sets, Act I",eng,"Opera, 3 acts",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119179.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---creation,,
7012,1,0,"typescript, signed|original filename: 120119177.tif, 120119178.tif",correspondence,1967-04-25 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 2, Folder 34",,,"Solum, John|Kay, Ulysses, 1917-1995","April 25, 1967","Letter from John Solum to Ulysses Kay regarding Aulos, pages 1 and 2",eng,,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119177.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119178.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-instrument-and-orchestra/aulos,,
7011,1,0,original filename: 120119176.tif,periodicals,1958 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,,,New York,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance",1958,"American Composers Alliance Bulletin: Ulysses Kay, page 6",eng,,"Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119176.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/slonimsky-brochure,,
7010,1,0,original filename: 120119175.tif,periodicals,1958 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,,,New York,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance",1958,"American Composers Alliance Bulletin: Ulysses Kay, page 5",eng,,"Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119175.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/slonimsky-brochure,,
7009,1,0,original filename: 120119174.tif,periodicals,1958 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,,,New York,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance",1958,"American Composers Alliance Bulletin: Ulysses Kay, page 4",eng,,"Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119174.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/slonimsky-brochure,,
