relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,name 3,nameType 3,nameRelator 3,name_authority 3,name_authority_identifier 3,name 4,nameType 4,nameRelator 4,name_authority 4,name_authority_identifier 4,name 5,nameType 5,nameRelator 5,name-authority 5,name_authority_identifier 5,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title1,identifier_title,partName,title2,title2_type
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Fanny, Aunt, 1822-1894",personal,aut,naf,http://id.loc.gov/authorities/names/n85024134,,,,,,,,,,,,,,,,,,,,,1861,,,1861,,0,1,,omeka_4818,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,,,GBF030.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,D. Appleton & Company,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,,,,,,,,,,,,,,,,,,,,,,,Fairy Nightcaps,judgingbookcover_fan_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Fanny, Aunt, 1822-1894",personal,aut,naf,http://id.loc.gov/authorities/names/n85024134,,,,,,,,,,,,,,,,,,,,,1861,,,1861,,0,1,CLIO_6138711,omeka_4817,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,,,GBF029.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,D. Appleton & Company,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Families,fast,http://id.worldcat.org/fast/1728849,,,,,,,,,,,,,,,,,,,,Big Nightcap Letters; Being the Fifth Book of the Series,judgingbookcover_bnl_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Sigourney, L. H. (Lydia Howard), 1791-1865",personal,aut,naf,http://id.loc.gov/authorities/names/n80010427,,,,,,,,,,,,,,,,,,,,,1860,,,1860,,0,1,CLIO_2403817,omeka_4816,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,,,GBF028.600.JPG,reformatted digital,,books,aat,Hartford (Conn.),naf,http://id.loc.gov/authorities/names/n80006269,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Brown and Gross,D. Appleton and Co.,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Wild flowers,fast,http://id.worldcat.org/fast/1175085,,,,,,,,,,,,,,,,,,,,Gleanings,judgingbookcover_gle_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,Frank,personal,aut,,,,,,,,,,,,,,,,,,,,,,,1858,,,1858,,0,1,CLIO_6157615,omeka_4815,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,,,GBF027.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Sarah B. Russell,J. E. Tilton & Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Goslings,fast,http://id.worldcat.org/fast/1893928,Boats and boating,fast,http://id.worldcat.org/fast/835176,,,,,,,,,,,,,,,,,"Fourteen Pet Goslings, and Other Pretty Stories of My Childhood",judgingbookcover_fpg_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Smith, Caroline L.",personal,aut,naf,http://id.loc.gov/authorities/names/n87802050,"Feely, John",personal,ctb,naf,http://id.loc.gov/authorities/names/n92800955,,,,,,,,,,,,,,,,1854,,,1854,,0,1,CLIO_5567732,omeka_4813,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,Stamp cut by John Feely.,,GBF025.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,James Miller,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Children,fast,http://id.worldcat.org/fast/854835,Reading,fast,http://id.worldcat.org/fast/1090626,,,,,,,,,,,,,,,,,"Aunt Carrie's Rhymes for Children: To Whom It Is Affectionately Dedicated by the Author of The Bud, the Flower, and the Fruit",judgingbookcover_acr_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Ramsay, Allan, 1686-1758",personal,aut,naf,http://id.loc.gov/authorities/names/n50054450,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,0,1,CLIO_2547266,omeka_4814,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,,,GBF026.600.JPG,reformatted digital,,books,aat,Edinburgh (Scotland),naf,http://id.loc.gov/authorities/names/n79053770,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Coleman O. Parsons,Adam and Charles Black,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Shepherds,fast,http://id.worldcat.org/fast/1115813,,,,,,,,,,,,,,,,,,,The ,Gentle Shepherd: A Pastoral Comedy,judgingbookcover_gsp_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Judson, Emily C. (Emily Chubbuck), 1817-1854",personal,aut,naf,http://id.loc.gov/authorities/names/n86135918,,,,,,,,,,,,,,,,,,,,,1852,,,1852,"New Revised Edition, with Notes by the Author.",0,1,CLIO_6123345,omeka_4812,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,,,GBF024.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Lewis Colby,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Angels,fast,http://id.worldcat.org/fast/808746,,,,,,,,,,,,,,,,,,,,Memoir of Sarah B. Judson of the American Mission to Burmah,judgingbookcover_msj_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Stowe, Harriet Beecher, 1811-1896",personal,aut,naf,http://id.loc.gov/authorities/names/n79093331,"Bullen, George, 1816-1894",personal,ill,naf,http://id.loc.gov/authorities/names/n82236321,,,,,,,,,,,,,,,,1888,,,1888,"New Edition, with a Bibliography of the Work by George Bullen, Together with an Introductory Account of the Work.",0,1,CLIO_5568354,omeka_4811,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,Illustrations of the work by George Bullen,,GBF023.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,"Gift of Susan Gordon Ross and Donald J. Gordon in memory of their father, I. Cyrus Gordon","Houghton, Mifflin and Company",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Uncle Tom (Fictitious character),fast,http://id.worldcat.org/fast/1160853,,,,,,,,,,,,,,,,,,,,"Uncle Tom's Cabin; or, Life among the Lowly",judgingbookcover_uta_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Stowe, Harriet Beecher, 1811-1896",personal,aut,naf,http://id.loc.gov/authorities/names/n79093331,,,,,,,,,,,,,,,,,,,,,1852,,,1852,,0,1,CLIO_6180867,omeka_4810,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,,,GBF022.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,Cleveland (Ohio),naf,http://id.loc.gov/authorities/names/n79086863,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,John P. Jewett & Company,"Jewett, Proctor & Worthington",eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Uncle Tom (Fictitious character),fast,http://id.worldcat.org/fast/1160853,,,,,,,,,,,,,,,,,,,,"Uncle Tom's Cabin; or, Life Among the Lowly",judgingbookcover_utc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1851,,,1851,,0,1,CLIO_5542534,omeka_4809,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,,,GBF021.600.JPG,reformatted digital,,books,aat,Auburn (N.Y.),naf,http://id.loc.gov/authorities/names/n80131752,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Derby and Miller,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Missionaries,fast,http://id.worldcat.org/fast/1023720,,,,,,,,,,,,,,,,,,,,"Christian Souvenir, and Missionary Memorial, for 1851",judgingbookcover_csm_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Irving, Theodore, 1809-1880",personal,aut,naf,http://id.loc.gov/authorities/names/n86111105,,,,,,,,,,,,,,,,,,,,,1850,,,1850,,0,1,CLIO_6174512,omeka_4808,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,,,GBF020.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,George P. Putnam,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,,,,,,,Samaritan woman (Biblical figure),naf,http://id.loc.gov/authorities/names/n92006801,Jesus Christ,naf,http://id.loc.gov/authorities/names/n79084784,,,,,,,,,,The ,"Fountain of Living Waters, in a Series of Sketches; By a Layman",judgingbookcover_flw_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Lane, Edward William, 1801-1876",personal,trl,naf,http://id.loc.gov/authorities/names/n50038733,"Jones, Owen, 1809-1874",personal,ilu,viaf,http://viaf.org/viaf/76071,Harvey,personal,wdc,,,,,,,,,,,,,1848,,,1848,2d London ed. Illustrated.,0,1,CLIO_644469,omeka_4807,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,"With Six Hundred Woodcuts by Harvey, and Illuminated Titles by Owen Jones.",Volume One,GBF019.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Christopher Coover,Harper & Brothers,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,The ,"Thousand & One Nights; or, The Arabian Nights' Entertainments: Translated and Arranged for Family Reading, with Explanatory Notes",judgingbookcover_ton_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Abbott, Jacob, 1803-1879",personal,aut,naf,http://id.loc.gov/authorities/names/n50037006,,,,,,,,,,,,,,,,,,,,,1848,,,1848,,0,1,CLIO_326110,omeka_4806,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,Harper Library,,GBF018.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,,,,,,,,,,,,,,,,,,,,,,A,Summer in Scotland,judgingbookcover_suc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Fox, Ebenezer, 1763-1843",personal,aut,naf,http://id.loc.gov/authorities/names/nr99021669,,,,,,,,,,,,,,,,,,,,,1847,,,1847,,0,1,CLIO_6133162,omeka_4805,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,,,GBF017.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Charles Fox,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,,,,,,,"Fox, Ebenezer, 1763-1843",naf,http://id.loc.gov/authorities/names/nr99021669,,,,,,,,,,,,,The ,"Adventures of Ebenezer Fox, in the Revolutionary War",judgingbookcover_aef_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1844,,,1844,,0,1,,omeka_4804,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,,,GBF016.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,"Gould, Kendall & Lincoln",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Lord's Supper,fast,http://id.worldcat.org/fast/1002518,,,,Jesus Christ,naf,http://id.loc.gov/authorities/names/n79084784,,,,,,,,,,,,,The ,Young Communicant: An Aid to the Right Understanding and Spiritual Improvement of the Lord's Supper,judgingbookcover_yca_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1845,,,1845,,0,1,,omeka_4803,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,,,GBF015.600.JPG,reformatted digital,,books,aat,Philadelphia (Pa.),naf,http://id.loc.gov/authorities/names/n78095520,New Haven (Conn.),naf,http://id.loc.gov/authorities/names/n79100828,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Loomis and Peck,Durrie & Peck,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Horsemen and horsewomen,fast,http://id.worldcat.org/fast/960588,,,,,,,,,,,,,,,,,,,,Little History of England,judgingbookcover_lhe_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Defoe, Daniel, 1661?-1731",personal,aut,naf,http://id.loc.gov/authorities/names/n79053974,,,,,,,,,,,,,,,,,,,,,1843,,,1843,,0,1,CLIO_6140664,omeka_4802,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,,,GBF014.600.JPG,reformatted digital,,books,aat,Philadelphia (Pa.),naf,http://id.loc.gov/authorities/names/n78095520,New Haven (Conn.),naf,http://id.loc.gov/authorities/names/n79100828,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Smith and Peck,Durrie & Peck,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,"Crusoe, Robinson (Fictitious character)",fast,http://id.worldcat.org/fast/884438,,,,,,,,,,,,,,,,,,,The ,Little Robinson Crusoe,judgingbookcover_lrc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1843,,,1843,,0,1,,omeka_4801,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,,,GBF013.600.JPG,reformatted digital,,books,aat,Philadelphia (Pa.),naf,http://id.loc.gov/authorities/names/n78095520,New Haven (Conn.),naf,http://id.loc.gov/authorities/names/n79100828,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Smith and Peck,Durrie & Peck,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Dogs,fast,http://id.worldcat.org/fast/896265,,,,,,,,,,,,,,,,,,,The ,Little Esop,judgingbookcover_les_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Child, Lydia Maria, 1802-1880",personal,aut,naf,http://id.loc.gov/authorities/names/n80001490,,,,,,,,,,,,,,,,,,,,,1833,,,1833,,0,1,CLIO_6180870,omeka_4800,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,NNC-RB,marcorg,,,,,GBF012.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Clark Austin & Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Rope skipping,fast,http://id.worldcat.org/fast/1100437,,,,,,,,,,,,,,,,,,,The ,Girls' Own Book,judgingbookcover_gob_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1848,,,1848,,0,1,CLIO_5573809,omeka_4799,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/cloths/embossed,,NNC-RB,marcorg,,,,,GBF011A.600.JPG,reformatted digital,,books,aat,Bangor (Me.),naf,http://id.loc.gov/authorities/names/n80008258,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,David Bugbee,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Embossed bindings,fast,http://id.worldcat.org/fast/908371,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,Voices from the Kenduskeag,judgingbookcover_vfk_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Friends of Freedom (Boston, Mass.)",corporate,aut,naf,http://id.loc.gov/authorities/names/nr95045051,,,,,,,,,,,,,,,,,,,,,1839,1858,,1839-1858,,0,1,CLIO_5544131,omeka_4798,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,Date range refers to the years in which the annual was published.,Volume Nine,GBF011.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,National Anti-Slavery Bazaar,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Bells,fast,http://id.worldcat.org/fast/830184,,,,,,,,,,,,,,,,,,,The ,Liberty Bell,judgingbookcover_lbb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,M.C.C.,personal,aut,,,,,,,,,,,,,,,,,,,,,,,1848,,,1848,,0,1,CLIO_5542629,omeka_4797,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/cloths/embossed,,NNC-RB,marcorg,,,,,GBF010.600.JPG,reformatted digital,,books,aat,Auburn (N.Y.),naf,http://id.loc.gov/authorities/names/n80131752,Buffalo (N.Y.),naf,http://id.loc.gov/authorities/names/n79075597,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,J. C. Derby and Company,Derby & Hewson,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Embossed bindings,fast,http://id.worldcat.org/fast/908371,Forget-me-nots,fast,http://id.worldcat.org/fast/932826,,,,,,,,,,,,,,,,,,,The ,Forget-Me-Not: a Token of Remembrance,judgingbookcover_fmn_001,Cover,,
