note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-4:note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_term.value,location-1:location_term.uri,digital_origin-1:digital_origin_value,publisher-1:publisher_value,clio_identifier-1:clio_identifier_value,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,place_of_origin-2:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,subject_geographic-1:subject_geographic_term.value,_publish_targets-1.string_key,_publish
plmptn_056_001.jpg,filename,plimpton,asset,plimpton_gze_001,plimpton_gze_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_hcj_000,,Arithmetic Exercises from Manuscript Sum Book,,1 page,44,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1824,1824,TRUE,,,Indiana,,"Lincoln, Abraham, 1809-1865",http://id.loc.gov/authorities/names/n79006779,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,"Lincoln, Abraham, 1809-1865",http://id.loc.gov/authorities/names/n79006779,naf,personal,,,,,,,,,,,
plmptn_089_001.jpg,filename,plimpton,asset,plimpton_hcj_001,plimpton_hcj_000,Arithmetic Exercises from Manuscript Sum Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_hfv_000,,Latin Grammar,,1 page,18,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 136,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,In or after 1467,1467,TRUE,1469,approximate,Florence (Italy),,,,,,,,,,,,,,,,,,,,,Latin language--Grammar,http://id.worldcat.org/fast/993167,fast,,,,,,,,
plmptn_007_001.jpg,filename,plimpton,asset,plimpton_hfv_001,plimpton_hfv_000,Page 1? recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_his_000,,Bust of Shakespeare,Shakespeare bust,1 sculpture,118,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-1,objects,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,gmgpc,three dimensional object,,,,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,18th century,1700,TRUE,1799,approximate,England,,,,,,,,,,,,,,,,,"Shakespeare, William, 1564-1616",http://id.loc.gov/authorities/names/n78095332,naf,personal,,,,,,,,,,,
plmptn_092_001.jpg,filename,plimpton,asset,plimpton_his_001,plimpton_his_000,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_huv_000,,Letter to George A. Plimpton regarding new building and collection,,1 page,32,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/friends/page-2,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,,,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"August 8, 1930",1930-08-08,TRUE,,,Southampton (N.Y.),,"Butler, Nicholas Murray, 1862-1947",http://id.loc.gov/authorities/names/n50032600,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,Butler Library,http://id.loc.gov/authorities/names/n88064392,naf,corporate,,,,,,,,,,,
plmptn_096_001.jpg,filename,plimpton,asset,plimpton_huv_001,plimpton_huv_000,Letter to George A. Plimpton regarding new building and collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_hux_000,,"Letter to Francis T. P. Plimpton, August 17, 1904",,"2 pages, 1 envelope",73,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-2,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,series,1,"I: Correspondence, 1848-1994, undated",subseries,2,"I.2: Plimpton, George Arthur,1892-1941",,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"August 17, 1904",1904-08-17,TRUE,,,Harrisburg (Pa.),,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Plimpton, Francis T. P. (Francis Taylor Pearsons), 1900-1983",http://id.loc.gov/authorities/names/n85106396,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,Plimpton family,http://id.worldcat.org/fast/262184,fast,personal,,,,,,,,,,,
plmptn_158_001.jpg,filename,plimpton,asset,plimpton_hux_001,plimpton_hux_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_158_002.jpg,filename,plimpton,asset,plimpton_hux_002,plimpton_hux_000,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_158_003.jpg,filename,plimpton,asset,plimpton_hux_003,plimpton_hux_000,Envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ibz_000,,"American Penman, Comprising the Art of Writing, Plain and Ornamental",Huntington's American penman,1 page,156,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton A091 1824 H92,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,E. Huntington,1808636,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1824,1824,TRUE,,,Hartford (Conn.),,"Huntington, Eleazer, 1789-1852",http://id.loc.gov/authorities/names/n90602495,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_073_001.jpg,filename,plimpton,asset,plimpton_ibz_001,plimpton_ibz_000,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_igj_000,,"Of the Advancement and Proficience of Learning, or, the Partitions of Sciences",Partitions of Sciences,2 pages,2,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 190 1640 B13 (STC 1167),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed by Leon. Lichfield for Robert Young & Edward Forrest,2451401,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1640,1640,TRUE,,,Oxford (England),,"Bacon, Francis, 1561-1626",http://id.loc.gov/authorities/names/n79100235,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,Science,http://id.worldcat.org/fast/1108176,fast,,,,,,,,
plmptn_054_001.jpg,filename,plimpton,asset,plimpton_igj_001,plimpton_igj_000,"Preliminary page, title page",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ije_000,,Short Introduction of Grammar Generally to be used: Compiled and set forth for the bringing up of all those that intend to attain to the knowledge of the Latine tongue,,1 page,82,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 470 1638 L62 (STC 15630.1),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed by Thomas Buck and RoGerman Daniel,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1638,1638,TRUE,,,Cambridge (England),,"Lily, William, 1468?-1522",http://id.loc.gov/authorities/names/n50050167,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Latin language--Grammar,http://id.worldcat.org/fast/993167,fast,,,,,,,,
plmptn_048_001.jpg,filename,plimpton,asset,plimpton_ije_001,plimpton_ije_000,1 unnumbered page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_jbf_000,,"Bibliotheca Columbiana: Number 1, April 1933",,"pages [1-12], 1 page",123,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/friends/page-1,periodicals,http://vocab.getty.edu/aat/300026657,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,,,,,,,,,378.7CP C722,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,The Friends of the Library of Columbia University,3402156,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,April 1933,1933-04,TRUE,,,New York,,Friends of the Columbia Libraries,http://id.loc.gov/authorities/names/nr89013121,naf,corporate,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,Friends of the Columbia Libraries,http://id.loc.gov/authorities/names/nr89013121,naf,corporate,,,,,,,,,,,
plmptn_098_001.jpg,filename,plimpton,asset,plimpton_jbf_001,plimpton_jbf_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_002.jpg,filename,plimpton,asset,plimpton_jbf_002,plimpton_jbf_000,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_003.jpg,filename,plimpton,asset,plimpton_jbf_003,plimpton_jbf_000,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_004.jpg,filename,plimpton,asset,plimpton_jbf_004,plimpton_jbf_000,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_005.jpg,filename,plimpton,asset,plimpton_jbf_005,plimpton_jbf_000,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_006.jpg,filename,plimpton,asset,plimpton_jbf_006,plimpton_jbf_000,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_007.jpg,filename,plimpton,asset,plimpton_jbf_007,plimpton_jbf_000,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_008.jpg,filename,plimpton,asset,plimpton_jbf_008,plimpton_jbf_000,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_009.jpg,filename,plimpton,asset,plimpton_jbf_009,plimpton_jbf_000,Page 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_010.jpg,filename,plimpton,asset,plimpton_jbf_010,plimpton_jbf_000,Page 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_011.jpg,filename,plimpton,asset,plimpton_jbf_011,plimpton_jbf_000,Page 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_098_012.jpg,filename,plimpton,asset,plimpton_jbf_012,plimpton_jbf_000,Page 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_jbp_000,,"Familiarium Colloquiorum Formulae, in Graciam Juventutis Recognite ab Erasmo Roterdamo",,1 page,66,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 879.8 1520 Er153,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,V. Schumann,6204041,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1520,1520,TRUE,,,Leipzig (Germany),,"Erasmus, Desiderius, -1536",http://id.loc.gov/authorities/names/n79055814,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,"Dialogues, Latin",http://id.worldcat.org/fast/892526,fast,,,,,,,,
plmptn_045_001.jpg,filename,plimpton,asset,plimpton_jbp_001,plimpton_jbp_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_jci_000,,"Telegram to George Arthur Plimpton, 9 January 1917",,1 page,25,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-4,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,series,1,I: Correspondence and Personal Documents,subseries,2,"1: Cataloged Correspondence, 1876-1936",,3,6,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"January 9, 1917",1917-01-09,TRUE,,,New York,,"Holt, Hamilton, 1872-1951",http://id.loc.gov/authorities/names/n90616630,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,,,,,Peace,http://id.worldcat.org/fast/1055758,fast,,,,,,,,
plmptn_138_001.jpg,filename,plimpton,asset,plimpton_jci_001,plimpton_jci_000,"Telegram to George Arthur Plimpton, 9 January 1917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_jgv_000,,Penmanship,,1 page,141,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-4,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 091 1835,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"December 16, 1835",1835-12-16,TRUE,,,Walpole (Mass.),,"Lewis, Priscilla G.",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_075_001.jpg,filename,plimpton,asset,plimpton_jgv_001,plimpton_jgv_000,Cover page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_jkc_000,,Elementa Geometriae,,1 page,157,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff E113,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Erhard Ratdolt,1079995,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"May 25, 1482",1482-05-25,TRUE,,,Venice (Italy),,Euclid,http://id.loc.gov/authorities/names/n50043341,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Geometry,http://id.worldcat.org/fast/940864,fast,,,,,,,,
plmptn_031_001.jpg,filename,plimpton,asset,plimpton_jkc_001,plimpton_jkc_000,First page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_jke_000,,Rara arithmetica : a catalogue of the arithmetics written before the year MDCI,Rara arithmetica: Volume I,"cover, title page",119,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Bequest of David Eugene Smith,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,B510 ASm5,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Ginn and Co.,5529316,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1908,1908,TRUE,,,Boston (Mass.),New York (N.Y.),"Smith, David Eugene, 1860-1944",http://id.loc.gov/authorities/names/n79134854,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,,,,,,,,,,,
