_pid,_project.string_key,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_identifiers-1,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,note-1:note_value,note-1:note_type,place_of_origin-2:place_of_origin_value,location-1:location_shelf_location-1:location_shelf_location_box_number,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,abstract-1:abstract_value,abstract-2:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,publisher-1:publisher_value,publisher-2:publisher_value,type_of_resource-1:type_of_resource_value,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,note-7:note_value,note-7:note_type,note-8:note_value,note-8:note_type,note-9:note_value,note-9:note_type,note-10:note_value,note-10:note_type,note-11:note_value,note-11:note_type,note-12:note_value,note-12:note_type,note-13:note_value,note-13:note_type,note-14:note_value,note-14:note_type,note-15:note_value,note-15:note_type,note-16:note_value,note-16:note_type,note-17:note_value,note-17:note_type,note-18:note_value,note-18:note_type,note-19:note_value,note-19:note_type,note-20:note_value,note-20:note_type,relatedItem_Project,project URL,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,object_in_context_url-3:object_in_context_url_value
,,item,,meltingpot_oxi,Brander Matthews Dramatic Museum records,,,,photographs,,,,,,,,,1928,1961,inferred,between 1928 and 1961,Ira Gershwin,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,Vandamm Studio,,,,,,"Vandamm, Florence",,,,,,,,,,,,,,,,,,,,,Portrait of Ira Gershwin,,"Gershwin, Ira, 1896-1983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_oxi,meltingpot_oxi_000,,,omeka_831,,,,,,,,,,,,,,,Ira Gershwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_04_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/ira_gershwin,,
,,item,,meltingpot_pli,Simon Lissim Papers,,,,correspondence,,,,,,,,,1940-10-11,,,"October 11, 1940",Letter from Harry Miller Lydenberg to the Secretary of State,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,"Lydenberg, Harry Miller, 1874-1960",,,,,,United States. Department of State,,,,,,,"Hull, Cordell, 1871-1955",,,,,,,,,,,,,,"Letter from Harry Miller Lydenberg, then director of the New York Public Library, to the Secretary of State asking the Secretary to add Simon Lissim and his wife to the list of intellectuals with special visas to enter the United States during World War II.",,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_pli,meltingpot_pli_000,,,omeka_794,,,,,,,,,,,,,,,Letter from Harry Miller Lydenberg to the Secretary of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_18_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/lydenberg,,
,,item,,meltingpot_poz,Cholly Atkins Collection,,,,music,,,,,,,,,1950,1990,,Between 1950 and 1990,Al Jolson,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,English,,,,,,"Jolson, Al, 1886-1950",,,,,,,,,,,,,,,,,,,,,,,,,,,Vinyl record: The Best of Al Jolson,,"Jolson, Al, 1886-1950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_poz,meltingpot_poz_001,,,omeka_4179,,,,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_17_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/introduction,,
,,item,,meltingpot_pyo,Mirra Ginsburg papers,,,,correspondence,,,,,,,,,1950,1991,inferred,between 1950 and 1991,Letter from Isaac B. Singer to Mirra Ginsburg,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Oberlin (Ohio),,,,,English,,,,,,"Singer, Isaac Bashevis, 1904-1991",,,,,,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_pyo,meltingpot_pyo_000,,,omeka_719,,,,,,,,,,,,,,,Letter from Isaac B. Singer to Mirra Ginsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_17_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ibsinger,,
,,asset,meltingpot_yeq,meltingpot_yeq_019,,,omeka_768,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_02_04.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
,,asset,meltingpot_qxp,meltingpot_qxp_161,,,omeka_493,,,,,,,,,,,,,,,Page 161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_04_06b.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,asset,meltingpot_txy,meltingpot_txy_099,,,omeka_692,,,,,,,,,,,,,,,Introductory paragraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_05_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_ata,,
,,item,,meltingpot_qrn,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1942,,,1942,Allied Veterans Legion Official Membership Card,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,Allied Veterans Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simon Lissim's 1942 Allied Veterans Legion Official Membership Card, filled out with an address in New York City.",,Allied Veterans Legion,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_qrn,meltingpot_qrn_001,,,omeka_792,,,,,,,,,,,,,,,Both sides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_17_02.jpg,filename,original filename: 5_17_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/demobilisation,,
,,asset,meltingpot_qxp,meltingpot_qxp_163,,,omeka_504,,,,,,,,,,,,,,,Page 163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_04_08b.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,asset,meltingpot_ffa,meltingpot_ffa_001,,,omeka_801,,,,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_23_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/invitations,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
,,asset,meltingpot_yeq,meltingpot_yeq_017,,,omeka_766,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_02_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
,,item,,meltingpot_rgy,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1919,1941,inferred,between 1919 and 1941,Société des Artistes Décorateurs: Carte de Sociétaire Membre Actif,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,French,,,,,,Société des artistes décorateurs (France),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société des artistes décorateurs (France),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_rgy,meltingpot_rgy_001,,,omeka_781,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_08_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/artshow,,
,,item,,meltingpot_rhu,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1941,1981,inferred,between 1941 and 1981,Holiday card designed by Simon Lissim,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Year cards,,,Christmas cards,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_rhu,meltingpot_rhu_001,,,omeka_800,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_22_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/cards,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
,,item,,meltingpot_row,Zosa Szajkowski Collection,,,,periodicals,,,,,,,,,1905-06-20,,,"June 20, 1905",Odesski̋e dni: Razskazʺ ochevidt︠s︡a,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Odesa (Ukraine),,,Moscow (Russia),,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The anonymous author of the article describes the uprising on the battleship Potemkin and a riot in the city of Odessa in 1905, for which he blames the Jews.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_row,meltingpot_row_001,,,omeka_476,,,,,,,,,,,,,,,Four pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_10_01.jpg,filename,original filename: 1_10_02.jpg,filename,original filename: 1_10_03.jpg,filename,original filename: 1_10_04.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,,
,,item,,meltingpot_yvk,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1961-02-21,,,"February 21, 1961",1961 Royal Society of Arts Fellows Award program,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,Royal Society of Arts (Great Britain). American Fellows,,,,,,,,,,,,,,,,,,,,,,,,,,,Program of the testimonial luncheon honoring Simon Lissim. Portrait on Simon Lissim on program.,,Royal Society of Arts (Great Britain),,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_yvk,meltingpot_yvk_002,,,omeka_814,,,,,,,,,,,,,,,Inside pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_29_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/royalsociety,,
,,item,,meltingpot_rxf,Herbert H. Lehman papers,,,,correspondence,,,,,,,,,1934-12-18,,,"December 18, 1934",Letter from David Dubinsky to William Lonsdale Taylor,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Dubinsky, David, 1892-1982",,,,,,"Taylor, William Lonsdale",,,,,,,,,,,,,,,,,,,,,"David Dubinsky served as president of one of the most powerful American unions, the International Ladies’ Garment Workers’ Union, between 1932 and 1966. In this letter, he accepts a position on the International Labor Organization Committee.",,International Labour Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_rxf,meltingpot_rxf_000,,,omeka_678,,,,,,,,,,,,,,,Letter from David Dubinsky to William Lonsdale Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_17_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
,,item,,meltingpot_ryn,Edna Kenton Correspondence,,,,correspondence,,,,,,,,,1913-09-18,,,"December 18, 1913",Letter from Emma Goldman to Edna Kenton,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Goldman, Emma, 1869-1940",,,,,,"Kenton, Edna, 1876-1954",,,,,,,,,,,,,,,,,,,,,Emma Goldman wrote to Edna Kenton to ask for help advertising a series of lectures at the Berkley Theatre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ryn,meltingpot_ryn_000,,,omeka_486,,,,,,,,,,,,,,,Letter from Emma Goldman to Edna Kenton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_02_01b.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,,
,,item,,meltingpot_sbt,Mirra Ginsburg papers,,,,photographs,,,,,,,,,1924,,approximate,Approximately in 1924,"Group of emigrants from Russia in Libava, Latvia, waiting for visas to America",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Liepāja (Latvia),,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mirra Ginsburg's father, Joseph Ginsburg (sitting 3rd from the left), among a group of emigrants from Russia in Libava, Latvia, waiting for visas for America.",,"Ginsburg, Joseph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_sbt,meltingpot_sbt_000,,,omeka_686,,,,,,,,,,,,,,,"Group of emigrants from Russia in Libava, Latvia, waiting for visas to America",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_02_01.jpg,filename,original filename: 3_02_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/joseph_ginsburg,,
,,item,,meltingpot_sbx,Sergei Grigor'evich Svatikov Papers,,,,pamphlets,,,,,,,,,1900,1920,inferred,between 1900 and 1920,"Perevody ""Protokolovʺ""","Translators of the ""Protocols""",translated,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,Russia,,,,,,"Nilus, Sergi︠e︡ĭ, 1862-1930",,,,,,,,,,,,,,,,,,,,,,,,,,,"An instruction manual on how to translate The Protocols of the Elders of Zion. 

The Protocols of the Elders of Zion is the infamous Russian literary hoax published by the Tsar's secret police. A key element of anti-Semitic thought has been the belief that Jews influence or control world events. The author of the manual instructs translators to use the Russian version as their principal text but to make all necessary additions and corrections in their translations for each specific country.",,,,,,,,,,,,,,,,,,Protocols of the wise men of Zion,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_sbx,meltingpot_sbx_001,,,omeka_472,,,,,,,,,,,,,,,Two pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_13_01.jpg,filename,original filename: 1_13_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/protocols_zion,,
,,item,,meltingpot_sco,Richard L. Simon papers,,,,correspondence,,,,,,,,,1940-02-15,,,"February 15, 1940",Letter from Irving Berlin to Richard Simon,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Berlin, Irving, 1888-1989",,,,,,"Simon, Richard L. (Richard Leo), 1899-1960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Mrs. Richard L. Simon, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_sco,meltingpot_sco_000,,,omeka_749,,,,,,,,,,,,,,,Letter from Irving Berlin to Richard Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_14_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/berlin_astaire,,
,,asset,meltingpot_scy,meltingpot_scy_001,,,omeka_832,,,,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_05_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/ira_gershwin,,
,,item,,meltingpot_sjr,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1935,,,1935,1935 Salon d'Automne Carte de Sociétaire,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,French,,,,,,Salon d'automne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salon d’automne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_sjr,meltingpot_sjr_000,,,omeka_778,,,,,,,,,,,,,,,1935 Salon d'Automne Carte de Sociétaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_06_02.jpg,filename,original filename: 5_06_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/artshow,,
